SeniorCitizen,Partner,Dependents,OnlineSecurity,TechSupport,Contract,PaperlessBilling,tenure,MonthlyCharges,TotalCharges,Churn
No,No,No,No,No,Month-to-month,No,10,18.85,188.5,0
No,No,No,No,No,One year,No,42,19.8,831.6,0
No,No,No,No,No,Month-to-month,No,7,25.05,175.35,0
No,No,No,No,No,Month-to-month,Yes,4,74.8,299.2,1
No,Yes,Yes,Yes,Yes,Two year,Yes,72,114.3,8229.6,0
No,Yes,No,No,No,Month-to-month,Yes,20,24.45,489.0,1
No,No,No,Yes,Yes,Two year,No,63,109.2,6879.6,0
No,No,No,Yes,Yes,Two year,No,56,45.05,2522.7999999999997,0
No,No,Yes,No,Yes,Month-to-month,Yes,5,51.0,255.0,0
No,Yes,No,No,Yes,Two year,Yes,72,110.45,7952.400000000001,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,68,84.65,5756.200000000001,0
No,Yes,Yes,Yes,Yes,One year,No,67,60.05,4023.35,0
No,Yes,Yes,No,No,Month-to-month,No,8,44.65,357.2,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,52,93.25,4849.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,18,20.25,364.5,0
No,Yes,Yes,No,No,Two year,No,59,25.45,1501.55,0
No,No,No,No,No,Two year,No,60,20.6,1236.0,0
No,No,No,No,No,Month-to-month,Yes,7,94.1,658.6999999999999,0
No,Yes,Yes,Yes,No,One year,No,59,34.8,2053.2,0
No,No,No,Yes,Yes,Two year,Yes,46,60.75,2794.5,0
No,No,No,No,No,Month-to-month,Yes,5,51.35,256.75,0
Yes,Yes,No,Yes,Yes,Two year,Yes,59,64.05,3778.95,0
No,Yes,No,No,Yes,Two year,Yes,70,84.8,5936.0,0
No,No,No,No,No,Month-to-month,Yes,14,71.0,994.0,1
No,No,No,No,No,Month-to-month,Yes,44,50.15,2206.6,0
No,Yes,No,Yes,No,Two year,Yes,64,94.6,6054.4,0
No,Yes,Yes,Yes,Yes,Two year,No,58,59.75,3465.5,0
Yes,Yes,No,No,Yes,One year,No,46,100.25,4611.5,0
Yes,Yes,No,No,No,Month-to-month,Yes,58,98.9,5736.200000000001,0
No,Yes,No,No,No,Two year,Yes,72,97.7,7034.400000000001,0
Yes,No,No,No,No,Month-to-month,Yes,30,40.3,1209.0,1
Yes,No,No,Yes,No,Month-to-month,No,11,60.25,662.75,0
Yes,No,No,No,No,Month-to-month,Yes,34,56.25,1912.5,0
No,No,No,Yes,No,Two year,No,54,46.2,2494.8,0
No,No,No,No,No,Month-to-month,Yes,3,50.6,151.8,1
No,Yes,Yes,No,No,Two year,No,72,24.9,1792.8,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,40,84.85,3394.0,1
No,Yes,Yes,No,No,Month-to-month,No,2,65.7,131.4,1
No,Yes,Yes,No,No,Two year,No,54,63.35,3420.9,0
No,No,No,Yes,No,Month-to-month,No,14,50.1,701.4,0
No,No,No,No,No,Month-to-month,No,1,70.5,70.5,1
No,No,No,No,No,Month-to-month,Yes,10,94.85,948.5,1
No,No,No,Yes,No,Month-to-month,No,1,50.15,50.15,0
No,No,No,No,No,Month-to-month,No,1,19.75,19.75,1
No,No,No,Yes,Yes,One year,Yes,56,64.65,3620.4000000000005,0
No,Yes,No,Yes,Yes,Two year,Yes,68,79.6,5412.799999999999,0
No,Yes,Yes,No,No,One year,Yes,14,19.5,273.0,0
No,Yes,Yes,Yes,Yes,Two year,Yes,68,99.55,6769.4,0
Yes,Yes,No,No,No,Month-to-month,Yes,55,74.0,4070.0,0
No,No,No,Yes,No,Month-to-month,Yes,16,38.9,622.4,0
Yes,No,No,No,No,Month-to-month,Yes,9,79.55,715.9499999999999,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,14,65.45,916.3000000000001,1
Yes,Yes,No,No,No,Month-to-month,Yes,58,98.7,5724.6,1
No,No,No,Yes,No,Month-to-month,Yes,53,46.3,2453.8999999999996,0
No,Yes,No,Yes,No,Two year,Yes,70,99.35,6954.5,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,14,95.8,1341.2,0
No,Yes,Yes,Yes,Yes,One year,Yes,22,67.5,1485.0,1
No,Yes,No,Yes,No,Month-to-month,Yes,10,78.15,781.5,0
No,Yes,Yes,No,No,Two year,No,29,26.1,756.9000000000001,0
No,No,No,No,No,Month-to-month,Yes,1,69.6,69.6,1
No,Yes,No,Yes,Yes,One year,No,49,84.35,4133.15,1
Yes,Yes,No,No,No,Month-to-month,Yes,68,100.2,6813.6,1
No,No,No,No,No,Month-to-month,No,1,78.05,78.05,1
No,No,No,No,Yes,One year,Yes,30,40.35,1210.5,0
No,Yes,No,Yes,Yes,Two year,No,72,79.2,5702.400000000001,0
No,No,No,No,No,Month-to-month,Yes,10,20.9,209.0,0
No,No,No,No,No,Month-to-month,No,7,73.6,515.1999999999999,1
No,No,No,No,No,Month-to-month,Yes,9,74.75,672.75,1
No,No,Yes,Yes,No,Month-to-month,No,1,49.9,49.9,0
No,No,No,No,Yes,Month-to-month,Yes,20,68.9,1378.0,0
No,No,No,No,No,Month-to-month,Yes,1,20.25,20.25,0
No,No,No,No,No,Month-to-month,Yes,29,76.0,2204.0,0
No,No,No,No,Yes,Month-to-month,No,1,74.0,74.0,0
No,No,No,Yes,Yes,Month-to-month,Yes,3,82.3,246.89999999999998,0
No,No,No,Yes,No,Month-to-month,Yes,20,89.4,1788.0,0
No,No,Yes,No,Yes,Month-to-month,Yes,64,99.15,6345.6,0
No,No,No,No,No,Month-to-month,Yes,1,20.2,20.2,1
No,No,No,Yes,No,Month-to-month,No,6,29.45,176.7,0
No,Yes,No,No,No,Two year,No,50,19.8,990.0,0
No,No,No,Yes,No,Month-to-month,Yes,6,59.15,354.9,0
No,Yes,Yes,No,No,Month-to-month,No,7,44.75,313.25,0
No,Yes,Yes,No,No,Two year,Yes,72,90.8,6537.599999999999,0
No,Yes,No,No,No,Month-to-month,Yes,8,49.55,396.4,0
No,Yes,Yes,Yes,Yes,Two year,No,67,106.7,7148.900000000001,0
Yes,Yes,No,No,No,Month-to-month,Yes,24,93.55,2245.2,1
No,Yes,No,Yes,No,Two year,Yes,72,94.45,6800.400000000001,0
No,Yes,Yes,No,No,One year,Yes,33,19.45,641.85,0
No,No,No,No,No,Month-to-month,Yes,2,25.05,50.1,1
No,Yes,No,Yes,Yes,Two year,No,70,67.95,4756.5,0
No,No,No,No,No,One year,No,22,65.25,1435.5,0
No,No,No,Yes,No,Month-to-month,Yes,59,99.45,5867.55,0
No,No,No,No,No,One year,Yes,36,20.35,732.6,0
No,Yes,Yes,No,No,Two year,No,51,19.95,1017.4499999999999,0
No,Yes,No,Yes,Yes,One year,No,53,77.4,4102.200000000001,0
No,Yes,Yes,No,No,One year,No,20,19.7,394.0,0
No,Yes,No,Yes,No,Two year,No,63,99.7,6281.1,0
No,No,No,No,No,Month-to-month,No,40,74.8,2992.0,0
No,No,No,No,No,One year,Yes,35,19.15,670.25,0
No,Yes,Yes,No,No,One year,No,26,78.95,2052.7000000000003,0
Yes,Yes,No,No,No,Month-to-month,Yes,27,95.55,2579.85,1
No,No,Yes,Yes,Yes,One year,No,53,62.85,3331.05,0
Yes,Yes,No,No,No,Month-to-month,No,34,71.55,2432.7,0
Yes,Yes,No,No,No,Month-to-month,Yes,19,94.95,1804.05,0
No,Yes,No,Yes,No,Month-to-month,Yes,43,86.1,3702.2999999999997,0
No,Yes,Yes,No,No,Month-to-month,No,6,19.55,117.30000000000001,0
No,No,Yes,No,No,Two year,Yes,56,24.8,1388.8,0
No,No,No,No,No,Month-to-month,Yes,57,39.3,2240.1,1
No,Yes,Yes,No,No,Month-to-month,Yes,34,84.05,2857.7,0
No,No,No,No,Yes,Month-to-month,No,10,36.25,362.5,0
No,No,No,No,No,Month-to-month,Yes,1,20.25,20.25,1
No,No,No,No,No,Month-to-month,Yes,13,23.9,310.7,1
No,No,No,No,No,Month-to-month,No,56,98.6,5521.599999999999,0
No,Yes,No,No,No,Month-to-month,Yes,55,103.65,5700.75,0
No,Yes,Yes,Yes,Yes,Two year,Yes,36,92.9,3344.4,0
No,Yes,No,No,No,One year,No,47,19.9,935.3,0
No,Yes,Yes,No,No,Month-to-month,Yes,12,20.1,241.20000000000002,0
No,No,No,No,No,Month-to-month,Yes,1,85.45,85.45,1
Yes,No,No,No,No,Month-to-month,Yes,24,80.5,1932.0,0
No,No,No,No,No,One year,No,63,99.9,6293.700000000001,1
Yes,No,No,No,No,Month-to-month,Yes,35,39.85,1394.75,0
No,No,No,Yes,Yes,One year,No,67,60.5,4053.5,0
No,No,No,No,No,Month-to-month,Yes,25,84.8,2120.0,1
No,No,No,Yes,No,Month-to-month,No,21,103.85,2180.85,0
No,No,No,Yes,Yes,Month-to-month,No,13,67.8,881.4,0
No,Yes,No,No,No,Month-to-month,Yes,35,75.2,2632.0,1
Yes,Yes,No,No,No,Two year,No,71,24.85,1764.3500000000001,0
No,No,No,No,No,Month-to-month,No,29,19.35,561.1500000000001,0
No,Yes,No,No,No,Two year,No,71,49.35,3503.85,1
Yes,Yes,No,No,No,Month-to-month,Yes,7,89.0,623.0,0
Yes,No,No,No,No,Month-to-month,Yes,57,55.0,3135.0,0
No,Yes,No,Yes,Yes,Two year,No,65,76.15,4949.75,0
No,No,No,No,No,One year,No,27,20.3,548.1,0
No,No,No,No,No,Month-to-month,Yes,6,74.9,449.40000000000003,1
Yes,No,No,Yes,Yes,Two year,Yes,72,117.35,8449.199999999999,0
No,No,No,No,No,Month-to-month,Yes,1,19.75,19.75,0
No,No,No,No,No,Month-to-month,No,11,45.2,497.20000000000005,0
No,Yes,Yes,No,No,Two year,No,39,25.2,982.8,0
Yes,No,No,Yes,No,Month-to-month,Yes,59,89.75,5295.25,0
No,No,No,Yes,Yes,One year,No,26,75.0,1950.0,0
Yes,No,No,No,No,Month-to-month,No,2,49.95,99.9,0
No,Yes,Yes,Yes,Yes,Two year,No,72,65.7,4730.400000000001,0
No,Yes,No,Yes,No,One year,No,65,67.05,4358.25,0
No,Yes,Yes,No,Yes,Two year,No,72,110.9,7984.8,0
No,No,No,No,Yes,Month-to-month,Yes,6,87.95,527.7,0
Yes,No,No,No,No,One year,No,32,19.8,633.6,0
No,Yes,No,No,No,One year,No,50,75.7,3785.0,0
No,Yes,No,Yes,Yes,Two year,Yes,61,62.15,3791.15,0
No,No,No,No,No,Month-to-month,Yes,15,101.25,1518.75,1
No,Yes,No,Yes,Yes,Two year,No,72,115.15,8290.800000000001,0
No,No,No,No,No,Month-to-month,Yes,9,18.95,170.54999999999998,1
No,No,No,No,No,Month-to-month,No,1,19.5,19.5,0
No,No,No,No,No,Month-to-month,Yes,12,86.55,1038.6,0
No,No,No,No,Yes,Month-to-month,No,37,28.6,1058.2,1
No,Yes,Yes,No,No,One year,No,61,20.4,1244.3999999999999,0
No,Yes,Yes,No,No,One year,No,18,19.8,356.40000000000003,0
No,No,Yes,No,No,Month-to-month,No,21,45.65,958.65,0
No,Yes,Yes,Yes,Yes,Two year,Yes,68,56.4,3835.2,0
Yes,No,No,No,No,Month-to-month,Yes,12,73.3,879.5999999999999,0
Yes,No,No,No,No,Month-to-month,No,2,24.35,48.7,1
No,Yes,No,No,No,Month-to-month,Yes,62,101.35,6283.7,0
Yes,No,No,No,Yes,Month-to-month,No,29,98.65,2860.8500000000004,1
No,No,Yes,No,Yes,Month-to-month,No,1,33.6,33.6,0
Yes,Yes,No,No,No,Month-to-month,Yes,5,79.9,399.5,1
No,No,No,No,No,Month-to-month,No,1,20.7,20.7,0
No,No,Yes,No,Yes,Two year,Yes,62,104.05,6451.099999999999,0
No,Yes,Yes,No,No,Two year,No,36,20.25,729.0,0
Yes,No,No,No,Yes,Month-to-month,Yes,28,103.3,2892.4,1
No,Yes,Yes,Yes,Yes,One year,No,69,73.7,5085.3,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,11,96.2,1058.2,1
No,Yes,No,No,Yes,Month-to-month,Yes,63,108.75,6851.25,0
No,No,No,No,No,One year,No,23,20.15,463.45,0
No,No,No,No,No,Month-to-month,No,10,19.75,197.5,0
No,Yes,No,No,No,Two year,Yes,71,25.95,1842.45,0
Yes,No,No,Yes,Yes,Month-to-month,Yes,45,70.05,3152.25,0
No,Yes,Yes,No,No,Two year,No,70,24.05,1683.5,0
No,No,Yes,No,No,Month-to-month,Yes,22,84.75,1864.5,0
No,Yes,Yes,No,No,Two year,No,52,23.05,1198.6000000000001,0
No,Yes,No,No,Yes,One year,Yes,55,104.15,5728.25,1
No,No,No,Yes,Yes,Two year,No,65,59.95,3896.75,0
No,Yes,Yes,No,No,Two year,No,72,19.55,1407.6000000000001,0
No,Yes,No,No,No,One year,No,10,19.6,196.0,0
No,No,Yes,No,No,One year,No,7,20.05,140.35,0
Yes,No,No,No,No,Month-to-month,Yes,5,85.55,427.75,0
No,Yes,Yes,Yes,No,Two year,No,24,78.6,1886.3999999999999,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,116.8,8409.6,0
No,No,No,Yes,Yes,Month-to-month,Yes,21,43.55,914.55,0
No,Yes,No,No,Yes,One year,Yes,69,60.8,4195.2,0
No,Yes,Yes,No,Yes,Month-to-month,Yes,44,54.9,2415.6,0
Yes,Yes,Yes,No,No,One year,Yes,61,65.2,3977.2000000000003,0
Yes,No,No,No,No,Month-to-month,Yes,24,102.95,2470.8,1
No,No,No,No,No,Month-to-month,No,1,90.6,90.6,1
No,No,No,No,Yes,Month-to-month,Yes,6,50.8,304.79999999999995,1
No,No,No,No,No,Month-to-month,Yes,4,90.05,360.2,1
No,Yes,No,No,Yes,Two year,Yes,72,108.2,7790.400000000001,0
No,No,No,Yes,Yes,Two year,No,72,92.0,6624.0,0
Yes,Yes,No,No,No,Month-to-month,Yes,14,75.1,1051.3999999999999,0
No,No,No,No,No,Month-to-month,Yes,7,25.05,175.35,0
No,No,No,No,No,One year,No,48,75.15,3607.2000000000003,0
No,Yes,Yes,No,No,One year,No,55,19.5,1072.5,0
No,No,No,No,No,Month-to-month,No,1,19.3,19.3,0
No,No,No,Yes,Yes,One year,No,45,112.2,5049.0,0
No,No,No,No,No,Month-to-month,Yes,3,70.3,210.89999999999998,0
No,Yes,No,No,No,Two year,No,71,19.6,1391.6000000000001,0
No,Yes,No,No,No,Month-to-month,No,8,20.25,162.0,0
No,Yes,No,No,No,Month-to-month,Yes,3,75.85,227.54999999999998,1
No,Yes,Yes,Yes,Yes,Two year,No,69,80.65,5564.85,0
No,Yes,Yes,No,No,Month-to-month,Yes,1,68.5,68.5,1
Yes,Yes,No,Yes,Yes,Two year,Yes,72,115.75,8334.0,0
No,No,No,Yes,No,Month-to-month,Yes,11,73.5,808.5,1
No,No,No,Yes,Yes,Two year,No,71,80.6,5722.599999999999,0
No,No,No,No,No,Month-to-month,Yes,1,69.95,69.95,1
No,Yes,No,Yes,Yes,Two year,No,33,59.55,1965.1499999999999,0
No,No,No,No,No,One year,No,16,19.05,304.8,0
Yes,Yes,No,Yes,Yes,One year,No,56,95.65,5356.400000000001,0
No,No,No,No,No,Month-to-month,No,1,19.95,19.95,0
No,No,No,No,No,Month-to-month,Yes,5,70.05,350.25,1
No,Yes,Yes,No,No,One year,No,57,19.4,1105.8,0
No,Yes,Yes,No,No,One year,Yes,56,36.1,2021.6000000000001,0
No,No,No,No,No,Month-to-month,Yes,8,94.0,752.0,1
No,Yes,Yes,Yes,No,Month-to-month,No,22,61.15,1345.3,1
No,No,No,No,No,Month-to-month,No,1,19.75,19.75,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,40,64.1,2564.0,0
No,Yes,Yes,No,No,Two year,No,46,19.75,908.5,0
No,Yes,Yes,No,No,Two year,No,63,19.7,1241.1,0
No,Yes,Yes,Yes,No,Two year,Yes,68,110.2,7493.6,0
No,Yes,Yes,Yes,Yes,Two year,Yes,69,106.35,7338.15,0
No,Yes,No,No,Yes,Month-to-month,No,56,90.55,5070.8,0
No,Yes,Yes,No,No,One year,Yes,10,65.9,659.0,0
No,No,No,Yes,Yes,One year,No,63,104.5,6583.5,0
No,Yes,Yes,Yes,Yes,Two year,Yes,24,52.5,1260.0,0
No,No,No,No,No,Month-to-month,Yes,19,56.1,1065.9,0
No,Yes,Yes,No,No,Month-to-month,Yes,22,88.75,1952.5,0
No,Yes,No,Yes,No,Month-to-month,Yes,29,84.45,2449.05,1
No,Yes,No,No,No,One year,Yes,13,75.3,978.9,1
No,Yes,No,No,No,Two year,Yes,70,26.0,1820.0,0
No,Yes,No,No,No,Month-to-month,No,49,99.4,4870.6,0
Yes,Yes,No,Yes,Yes,One year,Yes,43,109.55,4710.65,1
No,No,No,No,No,Month-to-month,Yes,3,19.6,58.800000000000004,1
No,Yes,Yes,No,Yes,One year,No,42,73.15,3072.3,0
No,No,No,No,Yes,One year,Yes,57,54.65,3115.0499999999997,0
Yes,No,No,Yes,No,Month-to-month,No,2,66.4,132.8,1
No,Yes,No,Yes,Yes,Two year,Yes,72,115.55,8319.6,0
Yes,No,No,No,No,Month-to-month,Yes,46,104.45,4804.7,0
Yes,Yes,No,No,Yes,Month-to-month,Yes,66,100.05,6603.3,1
No,No,No,Yes,Yes,One year,No,62,102.0,6324.0,1
No,Yes,No,Yes,Yes,Two year,Yes,72,91.15,6562.8,0
No,Yes,Yes,No,Yes,One year,Yes,35,89.7,3139.5,0
No,Yes,No,Yes,No,Month-to-month,No,17,90.2,1533.4,1
No,Yes,No,Yes,Yes,Two year,Yes,72,92.4,6652.8,0
No,Yes,Yes,No,No,One year,No,28,19.9,557.1999999999999,0
No,Yes,No,No,No,Two year,Yes,56,25.15,1408.3999999999999,1
No,No,No,No,Yes,Month-to-month,Yes,31,79.85,2475.35,1
No,No,No,No,No,One year,No,45,18.85,848.2500000000001,0
No,No,No,No,No,Month-to-month,Yes,1,25.75,25.75,0
No,No,No,No,No,Month-to-month,Yes,2,49.6,99.2,1
No,No,No,No,No,Month-to-month,Yes,6,20.95,125.69999999999999,0
No,Yes,No,No,No,One year,Yes,48,97.05,4658.4,0
No,Yes,Yes,No,No,Month-to-month,Yes,25,25.4,635.0,0
No,Yes,Yes,No,No,Two year,Yes,64,19.7,1260.8,0
No,No,No,Yes,No,Month-to-month,Yes,50,35.0,1750.0,0
No,Yes,Yes,No,No,One year,No,52,101.25,5265.0,0
Yes,Yes,No,No,No,Month-to-month,Yes,4,70.2,280.8,0
Yes,No,No,No,No,Month-to-month,No,32,90.95,2910.4,0
No,Yes,Yes,Yes,Yes,Two year,No,45,73.85,3323.2499999999995,0
No,Yes,No,Yes,No,Month-to-month,Yes,9,88.05,792.4499999999999,0
Yes,Yes,No,No,Yes,One year,Yes,66,105.95,6992.7,1
No,No,Yes,No,No,Month-to-month,No,3,91.85,275.54999999999995,1
No,No,No,No,No,Two year,No,54,20.1,1085.4,0
No,Yes,Yes,No,Yes,Month-to-month,No,1,40.1,40.1,1
No,Yes,Yes,Yes,Yes,Two year,No,64,110.3,7059.2,0
Yes,No,No,No,No,Month-to-month,Yes,31,73.9,2290.9,1
No,No,No,No,No,Month-to-month,Yes,14,89.8,1257.2,1
No,No,No,Yes,No,One year,Yes,12,85.15,1021.8000000000001,0
Yes,Yes,No,Yes,Yes,One year,Yes,67,60.95,4083.65,0
No,Yes,Yes,Yes,Yes,Month-to-month,No,35,72.25,2528.75,1
No,No,No,Yes,Yes,Two year,No,45,73.55,3309.75,0
No,No,No,No,No,Month-to-month,No,10,46.0,460.0,0
Yes,No,No,Yes,No,Month-to-month,Yes,29,58.55,1697.9499999999998,0
No,No,No,No,No,One year,No,24,24.6,590.4000000000001,0
No,Yes,Yes,No,No,Two year,Yes,66,19.75,1303.5,0
No,No,No,Yes,No,One year,No,51,86.35,4403.849999999999,0
No,Yes,No,No,No,Two year,No,45,25.5,1147.5,0
No,Yes,No,No,No,One year,No,49,19.0,931.0,0
No,Yes,No,No,No,Two year,Yes,29,19.55,566.95,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,40,110.1,4404.0,0
Yes,No,No,No,No,Month-to-month,Yes,37,96.55,3572.35,1
No,No,No,No,No,Month-to-month,No,25,69.75,1743.75,0
No,No,No,No,No,Month-to-month,Yes,22,50.6,1113.2,0
No,No,No,Yes,Yes,Two year,Yes,72,65.6,4723.2,0
No,No,No,No,No,Month-to-month,Yes,7,40.1,280.7,1
No,Yes,Yes,No,Yes,Two year,No,33,82.1,2709.2999999999997,0
No,No,No,No,Yes,Month-to-month,Yes,23,79.1,1819.3,0
Yes,No,No,No,No,Month-to-month,Yes,24,101.25,2430.0,1
No,No,No,No,No,Month-to-month,No,1,79.55,79.55,1
No,No,No,Yes,Yes,Two year,No,69,90.65,6254.85,0
No,No,Yes,No,No,One year,Yes,3,20.55,61.650000000000006,0
No,No,No,No,Yes,One year,Yes,56,75.75,4242.0,0
No,No,No,Yes,Yes,One year,Yes,65,110.0,7150.0,0
No,Yes,No,No,No,One year,No,71,20.85,1480.3500000000001,0
Yes,No,No,No,No,Month-to-month,Yes,14,80.35,1124.8999999999999,0
No,No,No,No,No,Month-to-month,Yes,2,70.15,140.3,0
No,No,No,No,No,One year,No,32,84.05,2689.6,1
No,No,No,Yes,No,Month-to-month,No,40,67.45,2698.0,0
No,No,No,No,No,Month-to-month,No,1,20.75,20.75,0
No,No,No,No,No,Month-to-month,Yes,1,89.1,89.1,1
No,No,No,No,No,Month-to-month,Yes,7,69.9,489.30000000000007,0
No,Yes,No,No,No,Month-to-month,Yes,15,51.1,766.5,0
No,Yes,Yes,Yes,No,Month-to-month,No,17,94.4,1604.8000000000002,1
No,No,No,No,No,Month-to-month,Yes,19,78.25,1486.75,1
No,No,No,No,No,Two year,No,71,25.55,1814.05,0
No,Yes,Yes,Yes,Yes,Two year,No,54,60.0,3240.0,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,31,90.55,2807.0499999999997,0
No,No,No,Yes,No,Month-to-month,No,11,76.4,840.4000000000001,0
Yes,No,No,No,No,Month-to-month,Yes,18,84.95,1529.1000000000001,0
Yes,No,No,Yes,Yes,Two year,Yes,72,110.1,7927.2,0
Yes,No,No,No,No,Month-to-month,Yes,71,99.65,7075.150000000001,0
Yes,No,No,No,Yes,Month-to-month,No,5,45.4,227.0,0
No,Yes,No,No,Yes,One year,No,38,69.0,2622.0,0
No,No,Yes,No,Yes,Month-to-month,Yes,5,48.65,243.25,0
Yes,No,No,No,No,Month-to-month,Yes,2,44.15,88.3,1
Yes,No,No,Yes,No,Two year,No,52,59.85,3112.2000000000003,0
Yes,No,No,No,No,Month-to-month,Yes,8,75.75,606.0,1
No,No,No,No,No,Two year,Yes,68,80.65,5484.200000000001,0
No,Yes,Yes,No,No,One year,Yes,69,20.55,1417.95,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,42,66.4,2788.8,0
No,No,No,No,Yes,Two year,Yes,50,100.2,5010.0,0
No,No,No,No,No,Month-to-month,Yes,1,19.1,19.1,1
Yes,Yes,No,Yes,No,Month-to-month,Yes,1,80.3,80.3,1
No,Yes,No,No,No,Month-to-month,Yes,33,44.55,1470.1499999999999,0
No,No,No,No,No,Month-to-month,No,7,20.35,142.45000000000002,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,64,91.8,5875.2,0
No,No,No,No,No,Month-to-month,Yes,1,74.9,74.9,1
No,No,No,No,No,Two year,Yes,59,20.2,1191.8,0
No,Yes,No,No,No,Month-to-month,No,6,50.35,302.1,0
No,No,No,No,No,Month-to-month,No,3,18.8,56.400000000000006,0
No,Yes,No,No,No,Month-to-month,No,15,20.45,306.75,0
No,Yes,Yes,No,No,One year,Yes,13,64.75,841.75,0
No,No,No,No,No,Month-to-month,Yes,23,98.7,2270.1,0
Yes,Yes,No,Yes,No,Month-to-month,No,31,89.45,2772.9500000000003,0
No,No,No,Yes,Yes,One year,Yes,29,58.75,1703.75,0
No,Yes,No,No,No,One year,No,49,20.7,1014.3,0
No,Yes,No,No,No,Month-to-month,Yes,56,85.6,4793.599999999999,0
No,No,No,Yes,Yes,Two year,Yes,63,80.3,5058.9,0
No,Yes,No,No,Yes,Two year,No,63,79.8,5027.4,0
Yes,Yes,Yes,Yes,No,Month-to-month,Yes,24,79.85,1916.3999999999999,0
Yes,Yes,No,No,Yes,One year,No,36,54.1,1947.6000000000001,0
Yes,No,No,No,No,Month-to-month,Yes,9,80.85,727.65,1
No,No,No,No,No,Month-to-month,No,3,24.75,74.25,1
No,Yes,No,Yes,Yes,One year,No,21,80.9,1698.9,0
No,Yes,Yes,No,No,One year,No,13,24.5,318.5,0
No,Yes,Yes,No,No,Month-to-month,Yes,1,20.15,20.15,0
No,Yes,Yes,No,No,One year,No,25,20.05,501.25,0
No,Yes,Yes,No,No,Two year,Yes,71,19.6,1391.6000000000001,0
No,No,No,Yes,Yes,One year,Yes,66,114.3,7543.8,0
No,No,No,Yes,No,One year,Yes,45,100.3,4513.5,0
No,Yes,No,No,No,Month-to-month,Yes,22,80.0,1760.0,0
No,Yes,No,No,No,One year,Yes,67,20.85,1396.95,0
No,Yes,No,No,No,Two year,Yes,68,89.95,6116.6,0
No,Yes,Yes,No,No,Two year,No,0,20.0,0.0,0
Yes,No,No,No,No,Month-to-month,Yes,49,90.85,4451.65,1
Yes,No,No,No,No,Month-to-month,No,4,48.75,195.0,0
No,Yes,No,Yes,Yes,One year,No,63,80.0,5040.0,0
No,Yes,No,No,No,Month-to-month,No,2,79.7,159.4,1
No,No,No,No,No,One year,Yes,21,20.35,427.35,0
No,Yes,Yes,Yes,Yes,Two year,No,55,57.55,3165.25,1
No,No,Yes,No,No,Month-to-month,Yes,1,20.25,20.25,0
No,No,No,No,No,Two year,No,17,19.4,329.79999999999995,0
No,No,No,Yes,No,Month-to-month,Yes,30,100.4,3012.0,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,22,57.95,1274.9,0
No,No,No,No,Yes,Month-to-month,Yes,9,59.5,535.5,0
No,Yes,Yes,No,No,Month-to-month,No,1,19.2,19.2,0
No,Yes,No,No,No,Month-to-month,Yes,21,86.5,1816.5,1
No,No,No,No,Yes,Month-to-month,No,19,59.55,1131.45,0
No,Yes,Yes,No,No,Month-to-month,Yes,69,103.95,7172.55,1
Yes,No,No,No,No,Month-to-month,Yes,1,25.1,25.1,1
No,Yes,No,Yes,Yes,Two year,Yes,72,103.95,7484.400000000001,0
No,Yes,Yes,Yes,No,Two year,No,70,68.95,4826.5,0
No,No,No,Yes,Yes,Month-to-month,Yes,66,103.1,6804.599999999999,0
No,Yes,Yes,No,No,Month-to-month,Yes,7,24.7,172.9,0
Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,46,110.2,5069.2,0
No,No,No,Yes,Yes,Month-to-month,Yes,39,48.95,1909.0500000000002,1
No,Yes,Yes,No,No,Month-to-month,No,32,62.45,1998.4,0
No,No,No,No,No,Month-to-month,Yes,24,89.55,2149.2,0
No,Yes,Yes,No,No,Month-to-month,Yes,6,83.55,501.29999999999995,1
No,No,No,Yes,Yes,Month-to-month,Yes,37,78.9,2919.3,0
No,No,Yes,No,No,Month-to-month,No,8,20.35,162.8,0
No,Yes,Yes,Yes,No,Two year,Yes,72,71.45,5144.400000000001,0
Yes,Yes,No,Yes,Yes,Two year,No,71,46.35,3290.85,0
No,Yes,No,No,No,Month-to-month,Yes,16,94.65,1514.4,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,57,49.9,2844.2999999999997,0
No,No,No,No,No,One year,No,66,25.45,1679.7,0
Yes,No,No,No,No,Month-to-month,Yes,17,89.15,1515.5500000000002,1
No,No,Yes,No,No,Month-to-month,No,21,20.75,435.75,0
No,Yes,No,Yes,No,Two year,Yes,66,66.1,4362.599999999999,0
No,Yes,No,No,No,Month-to-month,Yes,17,75.4,1281.8000000000002,0
